,video_id,sequence,video_frame,sequence_frame,image_id,annotations,clamped_annotations,sub_sequence_id,n_annotations,empty_sub_sequence,is_train
5221,0,53708,9398,513,0-9398,"[{'x': 548, 'y': 552, 'width': 89, 'height': 88}]","[{'x': 548, 'y': 552, 'width': 89, 'height': 88}]",53708010,1,False,True
5222,0,53708,9399,514,0-9399,"[{'x': 546, 'y': 569, 'width': 90, 'height': 90}]","[{'x': 546, 'y': 569, 'width': 90, 'height': 90}]",53708010,1,False,True
5223,0,53708,9400,515,0-9400,"[{'x': 543, 'y': 586, 'width': 90, 'height': 90}]","[{'x': 543, 'y': 586, 'width': 90, 'height': 90}]",53708010,1,False,True
5224,0,53708,9401,516,0-9401,"[{'x': 540, 'y': 603, 'width': 90, 'height': 90}]","[{'x': 540, 'y': 603, 'width': 90, 'height': 90}]",53708010,1,False,True
5225,0,53708,9402,517,0-9402,"[{'x': 537, 'y': 620, 'width': 90, 'height': 90}]","[{'x': 537, 'y': 620, 'width': 90, 'height': 90}]",53708010,1,False,True
5226,0,53708,9403,518,0-9403,"[{'x': 535, 'y': 645, 'width': 90, 'height': 74}]","[{'x': 535, 'y': 645, 'width': 90, 'height': 74}]",53708010,1,False,True
5227,0,53708,9404,519,0-9404,"[{'x': 532, 'y': 668, 'width': 90, 'height': 51}]","[{'x': 532, 'y': 668, 'width': 90, 'height': 51}]",53708010,1,False,True
5228,0,53708,9405,520,0-9405,"[{'x': 526, 'y': 688, 'width': 90, 'height': 31}]","[{'x': 526, 'y': 688, 'width': 90, 'height': 31}]",53708010,1,False,True
5229,0,53708,9406,521,0-9406,[],[],53708010,0,False,True
5230,0,53708,9407,522,0-9407,[],[],53708010,0,False,True
5231,0,53708,9408,523,0-9408,[],[],53708010,0,False,True
5232,0,53708,9409,524,0-9409,[],[],53708010,0,False,True
5233,0,53708,9410,525,0-9410,[],[],53708010,0,False,True
5234,0,53708,9411,526,0-9411,[],[],53708010,0,False,True
5235,0,53708,9412,527,0-9412,[],[],53708010,0,False,True
5236,0,53708,9413,528,0-9413,[],[],53708010,0,False,True
5237,0,53708,9414,529,0-9414,[],[],53708010,0,False,True
5238,0,53708,9415,530,0-9415,[],[],53708010,0,False,True
5239,0,53708,9416,531,0-9416,[],[],53708010,0,False,True
5240,0,53708,9417,532,0-9417,"[{'x': 833, 'y': 332, 'width': 33, 'height': 40}]","[{'x': 833, 'y': 332, 'width': 33, 'height': 40}]",53708010,1,False,True
5241,0,53708,9418,533,0-9418,"[{'x': 833, 'y': 337, 'width': 33, 'height': 40}]","[{'x': 833, 'y': 337, 'width': 33, 'height': 40}]",53708010,1,False,True
5242,0,53708,9419,534,0-9419,"[{'x': 832, 'y': 343, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 343, 'width': 33, 'height': 40}]",53708010,1,False,True
5243,0,53708,9420,535,0-9420,"[{'x': 832, 'y': 348, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 348, 'width': 33, 'height': 40}]",53708010,1,False,True
5244,0,53708,9421,536,0-9421,"[{'x': 832, 'y': 354, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 354, 'width': 33, 'height': 40}]",53708010,1,False,True
5245,0,53708,9422,537,0-9422,"[{'x': 832, 'y': 359, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 359, 'width': 33, 'height': 40}]",53708010,1,False,True
5246,0,53708,9423,538,0-9423,"[{'x': 832, 'y': 365, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 365, 'width': 33, 'height': 40}]",53708010,1,False,True
5247,0,53708,9424,539,0-9424,"[{'x': 832, 'y': 370, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 370, 'width': 33, 'height': 40}]",53708010,1,False,True
5248,0,53708,9425,540,0-9425,"[{'x': 832, 'y': 376, 'width': 33, 'height': 40}]","[{'x': 832, 'y': 376, 'width': 33, 'height': 40}]",53708010,1,False,True
5249,0,53708,9426,541,0-9426,"[{'x': 831, 'y': 381, 'width': 33, 'height': 40}]","[{'x': 831, 'y': 381, 'width': 33, 'height': 40}]",53708010,1,False,True
5250,0,53708,9427,542,0-9427,"[{'x': 831, 'y': 387, 'width': 33, 'height': 40}]","[{'x': 831, 'y': 387, 'width': 33, 'height': 40}]",53708010,1,False,True
5251,0,53708,9428,543,0-9428,"[{'x': 831, 'y': 394, 'width': 33, 'height': 40}]","[{'x': 831, 'y': 394, 'width': 33, 'height': 40}]",53708010,1,False,True
5252,0,53708,9429,544,0-9429,"[{'x': 830, 'y': 401, 'width': 33, 'height': 40}]","[{'x': 830, 'y': 401, 'width': 33, 'height': 40}]",53708010,1,False,True
5253,0,53708,9430,545,0-9430,"[{'x': 830, 'y': 409, 'width': 33, 'height': 40}]","[{'x': 830, 'y': 409, 'width': 33, 'height': 40}]",53708010,1,False,True
5254,0,53708,9431,546,0-9431,"[{'x': 829, 'y': 417, 'width': 33, 'height': 40}]","[{'x': 829, 'y': 417, 'width': 33, 'height': 40}]",53708010,1,False,True
5255,0,53708,9432,547,0-9432,"[{'x': 829, 'y': 426, 'width': 33, 'height': 40}]","[{'x': 829, 'y': 426, 'width': 33, 'height': 40}]",53708010,1,False,True
5256,0,53708,9433,548,0-9433,"[{'x': 829, 'y': 434, 'width': 33, 'height': 40}]","[{'x': 829, 'y': 434, 'width': 33, 'height': 40}]",53708010,1,False,True
5257,0,53708,9434,549,0-9434,"[{'x': 828, 'y': 443, 'width': 33, 'height': 40}]","[{'x': 828, 'y': 443, 'width': 33, 'height': 40}]",53708010,1,False,True
5258,0,53708,9435,550,0-9435,"[{'x': 828, 'y': 451, 'width': 33, 'height': 40}]","[{'x': 828, 'y': 451, 'width': 33, 'height': 40}]",53708011,1,False,True
5259,0,53708,9436,551,0-9436,"[{'x': 828, 'y': 459, 'width': 33, 'height': 40}]","[{'x': 828, 'y': 459, 'width': 33, 'height': 40}]",53708011,1,False,True
5260,0,53708,9437,552,0-9437,"[{'x': 827, 'y': 468, 'width': 33, 'height': 40}]","[{'x': 827, 'y': 468, 'width': 33, 'height': 40}]",53708011,1,False,True
5261,0,53708,9438,553,0-9438,"[{'x': 827, 'y': 477, 'width': 34, 'height': 42}]","[{'x': 827, 'y': 477, 'width': 34, 'height': 42}]",53708011,1,False,True
5262,0,53708,9439,554,0-9439,"[{'x': 827, 'y': 486, 'width': 35, 'height': 43}]","[{'x': 827, 'y': 486, 'width': 35, 'height': 43}]",53708011,1,False,True
5263,0,53708,9440,555,0-9440,"[{'x': 826, 'y': 495, 'width': 36, 'height': 45}]","[{'x': 826, 'y': 495, 'width': 36, 'height': 45}]",53708011,1,False,True
5264,0,53708,9441,556,0-9441,"[{'x': 826, 'y': 504, 'width': 37, 'height': 46}]","[{'x': 826, 'y': 504, 'width': 37, 'height': 46}]",53708011,1,False,True
5265,0,53708,9442,557,0-9442,"[{'x': 826, 'y': 514, 'width': 38, 'height': 48}]","[{'x': 826, 'y': 514, 'width': 38, 'height': 48}]",53708011,1,False,True
5266,0,53708,9443,558,0-9443,"[{'x': 826, 'y': 524, 'width': 39, 'height': 49}]","[{'x': 826, 'y': 524, 'width': 39, 'height': 49}]",53708011,1,False,True
5267,0,53708,9444,559,0-9444,"[{'x': 826, 'y': 534, 'width': 39, 'height': 51}]","[{'x': 826, 'y': 534, 'width': 39, 'height': 51}]",53708011,1,False,True
5268,0,53708,9445,560,0-9445,"[{'x': 825, 'y': 544, 'width': 40, 'height': 52}]","[{'x': 825, 'y': 544, 'width': 40, 'height': 52}]",53708011,1,False,True
5269,0,53708,9446,561,0-9446,"[{'x': 825, 'y': 553, 'width': 41, 'height': 53}]","[{'x': 825, 'y': 553, 'width': 41, 'height': 53}]",53708011,1,False,True
5270,0,53708,9447,562,0-9447,"[{'x': 825, 'y': 563, 'width': 42, 'height': 55}]","[{'x': 825, 'y': 563, 'width': 42, 'height': 55}]",53708011,1,False,True
5271,0,53708,9448,563,0-9448,"[{'x': 827, 'y': 576, 'width': 42, 'height': 55}, {'x': 396, 'y': 352, 'width': 51, 'height': 32}]","[{'x': 827, 'y': 576, 'width': 42, 'height': 55}, {'x': 396, 'y': 352, 'width': 51, 'height': 32}]",53708011,2,False,True
5272,0,53708,9449,564,0-9449,"[{'x': 829, 'y': 589, 'width': 42, 'height': 55}, {'x': 391, 'y': 365, 'width': 51, 'height': 32}]","[{'x': 829, 'y': 589, 'width': 42, 'height': 55}, {'x': 391, 'y': 365, 'width': 51, 'height': 32}]",53708011,2,False,True
5273,0,53708,9450,565,0-9450,"[{'x': 832, 'y': 602, 'width': 42, 'height': 55}, {'x': 386, 'y': 379, 'width': 52, 'height': 32}]","[{'x': 832, 'y': 602, 'width': 42, 'height': 55}, {'x': 386, 'y': 379, 'width': 52, 'height': 32}]",53708011,2,False,True
5274,0,53708,9451,566,0-9451,"[{'x': 834, 'y': 615, 'width': 42, 'height': 55}, {'x': 382, 'y': 392, 'width': 53, 'height': 32}]","[{'x': 834, 'y': 615, 'width': 42, 'height': 55}, {'x': 382, 'y': 392, 'width': 53, 'height': 32}]",53708011,2,False,True
5275,0,53708,9452,567,0-9452,"[{'x': 836, 'y': 628, 'width': 42, 'height': 55}, {'x': 377, 'y': 405, 'width': 53, 'height': 32}]","[{'x': 836, 'y': 628, 'width': 42, 'height': 55}, {'x': 377, 'y': 405, 'width': 53, 'height': 32}]",53708011,2,False,True
5276,0,53708,9453,568,0-9453,"[{'x': 838, 'y': 641, 'width': 42, 'height': 55}, {'x': 373, 'y': 420, 'width': 54, 'height': 32}]","[{'x': 838, 'y': 641, 'width': 42, 'height': 55}, {'x': 373, 'y': 420, 'width': 54, 'height': 32}]",53708011,2,False,True
5277,0,53708,9454,569,0-9454,"[{'x': 841, 'y': 657, 'width': 42, 'height': 51}, {'x': 369, 'y': 435, 'width': 54, 'height': 32}]","[{'x': 841, 'y': 657, 'width': 42, 'height': 51}, {'x': 369, 'y': 435, 'width': 54, 'height': 32}]",53708011,2,False,True
5278,0,53708,9455,570,0-9455,"[{'x': 843, 'y': 673, 'width': 42, 'height': 46}, {'x': 365, 'y': 450, 'width': 55, 'height': 32}]","[{'x': 843, 'y': 673, 'width': 42, 'height': 46}, {'x': 365, 'y': 450, 'width': 55, 'height': 32}]",53708011,2,False,True
5279,0,53708,9456,571,0-9456,"[{'x': 844, 'y': 689, 'width': 42, 'height': 30}, {'x': 361, 'y': 465, 'width': 55, 'height': 32}]","[{'x': 844, 'y': 689, 'width': 42, 'height': 30}, {'x': 361, 'y': 465, 'width': 55, 'height': 32}]",53708011,2,False,True
5280,0,53708,9457,572,0-9457,"[{'x': 357, 'y': 480, 'width': 56, 'height': 32}]","[{'x': 357, 'y': 480, 'width': 56, 'height': 32}]",53708011,1,False,True
5281,0,53708,9458,573,0-9458,"[{'x': 353, 'y': 495, 'width': 57, 'height': 32}]","[{'x': 353, 'y': 495, 'width': 57, 'height': 32}]",53708011,1,False,True
5282,0,53708,9459,574,0-9459,"[{'x': 349, 'y': 510, 'width': 57, 'height': 32}]","[{'x': 349, 'y': 510, 'width': 57, 'height': 32}]",53708011,1,False,True
5283,0,53708,9460,575,0-9460,"[{'x': 345, 'y': 525, 'width': 58, 'height': 32}]","[{'x': 345, 'y': 525, 'width': 58, 'height': 32}]",53708011,1,False,True
5284,0,53708,9461,576,0-9461,"[{'x': 341, 'y': 540, 'width': 58, 'height': 32}]","[{'x': 341, 'y': 540, 'width': 58, 'height': 32}]",53708011,1,False,True
5285,0,53708,9462,577,0-9462,"[{'x': 329, 'y': 555, 'width': 67, 'height': 32}]","[{'x': 329, 'y': 555, 'width': 67, 'height': 32}]",53708011,1,False,True
5286,0,53708,9463,578,0-9463,"[{'x': 328, 'y': 569, 'width': 56, 'height': 37}, {'x': 636, 'y': 541, 'width': 38, 'height': 34}]","[{'x': 328, 'y': 569, 'width': 56, 'height': 37}, {'x': 636, 'y': 541, 'width': 38, 'height': 34}]",53708011,2,False,True
5287,0,53708,9464,579,0-9464,"[{'x': 324, 'y': 585, 'width': 55, 'height': 36}, {'x': 635, 'y': 557, 'width': 40, 'height': 35}]","[{'x': 324, 'y': 585, 'width': 55, 'height': 36}, {'x': 635, 'y': 557, 'width': 40, 'height': 35}]",53708011,2,False,True
5288,0,53708,9465,580,0-9465,"[{'x': 316, 'y': 602, 'width': 65, 'height': 44}, {'x': 635, 'y': 572, 'width': 43, 'height': 36}]","[{'x': 316, 'y': 602, 'width': 65, 'height': 44}, {'x': 635, 'y': 572, 'width': 43, 'height': 36}]",53708011,2,False,True
5289,0,53708,9466,581,0-9466,"[{'x': 309, 'y': 618, 'width': 74, 'height': 52}, {'x': 634, 'y': 588, 'width': 45, 'height': 38}]","[{'x': 309, 'y': 618, 'width': 74, 'height': 52}, {'x': 634, 'y': 588, 'width': 45, 'height': 38}]",53708011,2,False,True
5290,0,53708,9467,582,0-9467,"[{'x': 296, 'y': 633, 'width': 93, 'height': 60}, {'x': 633, 'y': 604, 'width': 48, 'height': 39}]","[{'x': 296, 'y': 633, 'width': 93, 'height': 60}, {'x': 633, 'y': 604, 'width': 48, 'height': 39}]",53708011,2,False,True
5291,0,53708,9468,583,0-9468,"[{'x': 282, 'y': 657, 'width': 104, 'height': 50}, {'x': 632, 'y': 620, 'width': 50, 'height': 40}]","[{'x': 282, 'y': 657, 'width': 104, 'height': 50}, {'x': 632, 'y': 620, 'width': 50, 'height': 40}]",53708011,2,False,True
5292,0,53708,9469,584,0-9469,"[{'x': 292, 'y': 682, 'width': 84, 'height': 35}, {'x': 631, 'y': 636, 'width': 53, 'height': 41}]","[{'x': 292, 'y': 682, 'width': 84, 'height': 35}, {'x': 631, 'y': 636, 'width': 53, 'height': 41}]",53708011,2,False,True
5293,0,53708,9470,585,0-9470,"[{'x': 286, 'y': 704, 'width': 85, 'height': 35}, {'x': 631, 'y': 652, 'width': 55, 'height': 42}]","[{'x': 286, 'y': 704, 'width': 85, 'height': 16}, {'x': 631, 'y': 652, 'width': 55, 'height': 42}]",53708011,2,False,True
5294,0,53708,9471,586,0-9471,"[{'x': 630, 'y': 668, 'width': 58, 'height': 44}]","[{'x': 630, 'y': 668, 'width': 58, 'height': 44}]",53708011,1,False,True
5295,0,53708,9472,587,0-9472,"[{'x': 634, 'y': 683, 'width': 58, 'height': 36}]","[{'x': 634, 'y': 683, 'width': 58, 'height': 36}]",53708011,1,False,True
5296,0,53708,9473,588,0-9473,[],[],53708011,0,False,True
5297,0,53708,9474,589,0-9474,[],[],53708011,0,False,True
5298,0,53708,9475,590,0-9475,[],[],53708011,0,False,True
5299,0,53708,9476,591,0-9476,[],[],53708011,0,False,True
5300,0,53708,9477,592,0-9477,[],[],53708011,0,False,True
5301,0,53708,9478,593,0-9478,[],[],53708011,0,False,True
5302,0,53708,9479,594,0-9479,[],[],53708011,0,False,True
5303,0,53708,9480,595,0-9480,[],[],53708011,0,False,True
5304,0,53708,9481,596,0-9481,[],[],53708011,0,False,True
5305,0,53708,9482,597,0-9482,[],[],53708011,0,False,True
5306,0,53708,9483,598,0-9483,[],[],53708011,0,False,True
5307,0,53708,9484,599,0-9484,[],[],53708011,0,False,True
5308,0,53708,9485,600,0-9485,[],[],53708012,0,False,True
5309,0,53708,9486,601,0-9486,[],[],53708012,0,False,True
5310,0,53708,9487,602,0-9487,"[{'x': 58, 'y': 8, 'width': 59, 'height': 30}]","[{'x': 58, 'y': 8, 'width': 59, 'height': 30}]",53708012,1,False,True
5311,0,53708,9488,603,0-9488,"[{'x': 57, 'y': 16, 'width': 50, 'height': 29}]","[{'x': 57, 'y': 16, 'width': 50, 'height': 29}]",53708012,1,False,True
5312,0,53708,9489,604,0-9489,"[{'x': 46, 'y': 21, 'width': 63, 'height': 38}]","[{'x': 46, 'y': 21, 'width': 63, 'height': 38}]",53708012,1,False,True
5313,0,53708,9490,605,0-9490,"[{'x': 45, 'y': 29, 'width': 63, 'height': 38}]","[{'x': 45, 'y': 29, 'width': 63, 'height': 38}]",53708012,1,False,True
5314,0,53708,9491,606,0-9491,"[{'x': 44, 'y': 38, 'width': 63, 'height': 38}]","[{'x': 44, 'y': 38, 'width': 63, 'height': 38}]",53708012,1,False,True
5315,0,53708,9492,607,0-9492,"[{'x': 44, 'y': 46, 'width': 63, 'height': 38}]","[{'x': 44, 'y': 46, 'width': 63, 'height': 38}]",53708012,1,False,True
5316,0,53708,9493,608,0-9493,"[{'x': 43, 'y': 55, 'width': 63, 'height': 38}]","[{'x': 43, 'y': 55, 'width': 63, 'height': 38}]",53708012,1,False,True
5317,0,53708,9494,609,0-9494,"[{'x': 42, 'y': 63, 'width': 63, 'height': 38}]","[{'x': 42, 'y': 63, 'width': 63, 'height': 38}]",53708012,1,False,True
5318,0,53708,9495,610,0-9495,"[{'x': 42, 'y': 72, 'width': 63, 'height': 38}]","[{'x': 42, 'y': 72, 'width': 63, 'height': 38}]",53708012,1,False,True
5319,0,53708,9496,611,0-9496,"[{'x': 41, 'y': 80, 'width': 63, 'height': 38}]","[{'x': 41, 'y': 80, 'width': 63, 'height': 38}]",53708012,1,False,True
5320,0,53708,9497,612,0-9497,"[{'x': 40, 'y': 89, 'width': 63, 'height': 38}]","[{'x': 40, 'y': 89, 'width': 63, 'height': 38}]",53708012,1,False,True
5321,0,53708,9498,613,0-9498,"[{'x': 40, 'y': 97, 'width': 63, 'height': 38}]","[{'x': 40, 'y': 97, 'width': 63, 'height': 38}]",53708012,1,False,True
5322,0,53708,9499,614,0-9499,"[{'x': 39, 'y': 106, 'width': 63, 'height': 38}]","[{'x': 39, 'y': 106, 'width': 63, 'height': 38}]",53708012,1,False,True
5323,0,53708,9500,615,0-9500,"[{'x': 39, 'y': 115, 'width': 63, 'height': 38}]","[{'x': 39, 'y': 115, 'width': 63, 'height': 38}]",53708012,1,False,True
5324,0,53708,9501,616,0-9501,"[{'x': 39, 'y': 125, 'width': 63, 'height': 38}]","[{'x': 39, 'y': 125, 'width': 63, 'height': 38}]",53708012,1,False,True
5325,0,53708,9502,617,0-9502,"[{'x': 39, 'y': 134, 'width': 63, 'height': 38}]","[{'x': 39, 'y': 134, 'width': 63, 'height': 38}]",53708012,1,False,True
5326,0,53708,9503,618,0-9503,"[{'x': 39, 'y': 143, 'width': 63, 'height': 38}]","[{'x': 39, 'y': 143, 'width': 63, 'height': 38}]",53708012,1,False,True
5327,0,53708,9504,619,0-9504,"[{'x': 39, 'y': 153, 'width': 63, 'height': 38}]","[{'x': 39, 'y': 153, 'width': 63, 'height': 38}]",53708012,1,False,True
5328,0,53708,9505,620,0-9505,"[{'x': 40, 'y': 162, 'width': 63, 'height': 38}]","[{'x': 40, 'y': 162, 'width': 63, 'height': 38}]",53708012,1,False,True
5329,0,53708,9506,621,0-9506,"[{'x': 40, 'y': 172, 'width': 63, 'height': 38}]","[{'x': 40, 'y': 172, 'width': 63, 'height': 38}]",53708012,1,False,True
5330,0,53708,9507,622,0-9507,"[{'x': 40, 'y': 181, 'width': 63, 'height': 38}]","[{'x': 40, 'y': 181, 'width': 63, 'height': 38}]",53708012,1,False,True
5331,0,53708,9508,623,0-9508,"[{'x': 40, 'y': 191, 'width': 63, 'height': 38}]","[{'x': 40, 'y': 191, 'width': 63, 'height': 38}]",53708012,1,False,True
5332,0,53708,9509,624,0-9509,"[{'x': 42, 'y': 190, 'width': 63, 'height': 38}]","[{'x': 42, 'y': 190, 'width': 63, 'height': 38}]",53708012,1,False,True
5333,0,53708,9510,625,0-9510,"[{'x': 39, 'y': 199, 'width': 63, 'height': 39}]","[{'x': 39, 'y': 199, 'width': 63, 'height': 39}]",53708012,1,False,True
5334,0,53708,9511,626,0-9511,"[{'x': 38, 'y': 206, 'width': 63, 'height': 40}]","[{'x': 38, 'y': 206, 'width': 63, 'height': 40}]",53708012,1,False,True
5335,0,53708,9512,627,0-9512,"[{'x': 38, 'y': 214, 'width': 63, 'height': 40}]","[{'x': 38, 'y': 214, 'width': 63, 'height': 40}]",53708012,1,False,True
5336,0,53708,9513,628,0-9513,"[{'x': 37, 'y': 221, 'width': 63, 'height': 41}]","[{'x': 37, 'y': 221, 'width': 63, 'height': 41}]",53708012,1,False,True
5337,0,53708,9514,629,0-9514,"[{'x': 36, 'y': 229, 'width': 64, 'height': 42}]","[{'x': 36, 'y': 229, 'width': 64, 'height': 42}]",53708012,1,False,True
5338,0,53708,9515,630,0-9515,"[{'x': 35, 'y': 237, 'width': 64, 'height': 43}]","[{'x': 35, 'y': 237, 'width': 64, 'height': 43}]",53708012,1,False,True
5339,0,53708,9516,631,0-9516,"[{'x': 34, 'y': 244, 'width': 64, 'height': 44}]","[{'x': 34, 'y': 244, 'width': 64, 'height': 44}]",53708012,1,False,True
5340,0,53708,9517,632,0-9517,"[{'x': 34, 'y': 252, 'width': 64, 'height': 45}]","[{'x': 34, 'y': 252, 'width': 64, 'height': 45}]",53708012,1,False,True
5341,0,53708,9518,633,0-9518,"[{'x': 33, 'y': 260, 'width': 65, 'height': 46}]","[{'x': 33, 'y': 260, 'width': 65, 'height': 46}]",53708012,1,False,True
5342,0,53708,9519,634,0-9519,"[{'x': 32, 'y': 267, 'width': 65, 'height': 47}]","[{'x': 32, 'y': 267, 'width': 65, 'height': 47}]",53708012,1,False,True
5343,0,53708,9520,635,0-9520,"[{'x': 29, 'y': 273, 'width': 65, 'height': 47}]","[{'x': 29, 'y': 273, 'width': 65, 'height': 47}]",53708012,1,False,True
5344,0,53708,9521,636,0-9521,"[{'x': 26, 'y': 279, 'width': 65, 'height': 47}]","[{'x': 26, 'y': 279, 'width': 65, 'height': 47}]",53708012,1,False,True
5345,0,53708,9522,637,0-9522,"[{'x': 24, 'y': 284, 'width': 65, 'height': 47}]","[{'x': 24, 'y': 284, 'width': 65, 'height': 47}]",53708012,1,False,True
5346,0,53708,9523,638,0-9523,"[{'x': 21, 'y': 290, 'width': 65, 'height': 47}]","[{'x': 21, 'y': 290, 'width': 65, 'height': 47}]",53708012,1,False,True
5347,0,53708,9524,639,0-9524,"[{'x': 16, 'y': 298, 'width': 66, 'height': 42}]","[{'x': 16, 'y': 298, 'width': 66, 'height': 42}]",53708012,1,False,True
5348,0,53708,9525,640,0-9525,"[{'x': 14, 'y': 304, 'width': 64, 'height': 42}]","[{'x': 14, 'y': 304, 'width': 64, 'height': 42}]",53708012,1,False,True
5349,0,53708,9526,641,0-9526,"[{'x': 8, 'y': 309, 'width': 70, 'height': 44}]","[{'x': 8, 'y': 309, 'width': 70, 'height': 44}]",53708012,1,False,True
5350,0,53708,9527,642,0-9527,"[{'x': 2, 'y': 314, 'width': 72, 'height': 44}]","[{'x': 2, 'y': 314, 'width': 72, 'height': 44}]",53708012,1,False,True
5351,0,53708,9528,643,0-9528,"[{'x': 2, 'y': 318, 'width': 68, 'height': 45}]","[{'x': 2, 'y': 318, 'width': 68, 'height': 45}]",53708012,1,False,True
5352,0,53708,9529,644,0-9529,"[{'x': 2, 'y': 323, 'width': 64, 'height': 46}]","[{'x': 2, 'y': 323, 'width': 64, 'height': 46}]",53708012,1,False,True
5353,0,53708,9530,645,0-9530,"[{'x': 0, 'y': 328, 'width': 60, 'height': 50}]","[{'x': 0, 'y': 328, 'width': 60, 'height': 50}]",53708012,1,False,True
5354,0,53708,9531,646,0-9531,"[{'x': 0, 'y': 331, 'width': 54, 'height': 53}]","[{'x': 0, 'y': 331, 'width': 54, 'height': 53}]",53708012,1,False,True
5355,0,53708,9532,647,0-9532,"[{'x': 0, 'y': 341, 'width': 52, 'height': 50}]","[{'x': 0, 'y': 341, 'width': 52, 'height': 50}]",53708012,1,False,True
5356,0,53708,9533,648,0-9533,"[{'x': 0, 'y': 348, 'width': 47, 'height': 51}]","[{'x': 0, 'y': 348, 'width': 47, 'height': 51}]",53708012,1,False,True
5357,0,53708,9534,649,0-9534,[],[],53708012,0,False,True
5358,0,53708,9535,650,0-9535,[],[],53708013,0,False,True
5359,0,53708,9536,651,0-9536,[],[],53708013,0,False,True
5360,0,53708,9537,652,0-9537,[],[],53708013,0,False,True
5361,0,53708,9538,653,0-9538,[],[],53708013,0,False,True
5362,0,53708,9539,654,0-9539,[],[],53708013,0,False,True
5363,0,53708,9540,655,0-9540,[],[],53708013,0,False,True
5364,0,53708,9541,656,0-9541,[],[],53708013,0,False,True
5365,0,53708,9542,657,0-9542,"[{'x': 720, 'y': 519, 'width': 42, 'height': 32}]","[{'x': 720, 'y': 519, 'width': 42, 'height': 32}]",53708013,1,False,True
5366,0,53708,9543,658,0-9543,"[{'x': 720, 'y': 526, 'width': 42, 'height': 31}]","[{'x': 720, 'y': 526, 'width': 42, 'height': 31}]",53708013,1,False,True
5367,0,53708,9544,659,0-9544,"[{'x': 722, 'y': 533, 'width': 36, 'height': 29}]","[{'x': 722, 'y': 533, 'width': 36, 'height': 29}]",53708013,1,False,True
5368,0,53708,9545,660,0-9545,"[{'x': 720, 'y': 538, 'width': 40, 'height': 31}]","[{'x': 720, 'y': 538, 'width': 40, 'height': 31}]",53708013,1,False,True
5369,0,53708,9546,661,0-9546,"[{'x': 718, 'y': 543, 'width': 40, 'height': 31}]","[{'x': 718, 'y': 543, 'width': 40, 'height': 31}]",53708013,1,False,True
5370,0,53708,9547,662,0-9547,"[{'x': 717, 'y': 554, 'width': 42, 'height': 33}]","[{'x': 717, 'y': 554, 'width': 42, 'height': 33}]",53708013,1,False,True
5371,0,53708,9548,663,0-9548,"[{'x': 720, 'y': 558, 'width': 40, 'height': 33}]","[{'x': 720, 'y': 558, 'width': 40, 'height': 33}]",53708013,1,False,True
5372,0,53708,9549,664,0-9549,"[{'x': 721, 'y': 562, 'width': 39, 'height': 29}]","[{'x': 721, 'y': 562, 'width': 39, 'height': 29}]",53708013,1,False,True
5373,0,53708,9550,665,0-9550,"[{'x': 722, 'y': 566, 'width': 39, 'height': 29}]","[{'x': 722, 'y': 566, 'width': 39, 'height': 29}]",53708013,1,False,True
5374,0,53708,9551,666,0-9551,"[{'x': 722, 'y': 571, 'width': 39, 'height': 30}]","[{'x': 722, 'y': 571, 'width': 39, 'height': 30}]",53708013,1,False,True
5375,0,53708,9552,667,0-9552,"[{'x': 722, 'y': 575, 'width': 39, 'height': 30}]","[{'x': 722, 'y': 575, 'width': 39, 'height': 30}]",53708013,1,False,True
5376,0,53708,9553,668,0-9553,"[{'x': 723, 'y': 580, 'width': 39, 'height': 30}]","[{'x': 723, 'y': 580, 'width': 39, 'height': 30}]",53708013,1,False,True
5377,0,53708,9554,669,0-9554,"[{'x': 723, 'y': 584, 'width': 39, 'height': 30}]","[{'x': 723, 'y': 584, 'width': 39, 'height': 30}]",53708013,1,False,True
5378,0,53708,9555,670,0-9555,"[{'x': 723, 'y': 589, 'width': 39, 'height': 30}]","[{'x': 723, 'y': 589, 'width': 39, 'height': 30}]",53708013,1,False,True
5379,0,53708,9556,671,0-9556,"[{'x': 723, 'y': 594, 'width': 39, 'height': 31}]","[{'x': 723, 'y': 594, 'width': 39, 'height': 31}]",53708013,1,False,True
5380,0,53708,9557,672,0-9557,"[{'x': 723, 'y': 599, 'width': 39, 'height': 31}]","[{'x': 723, 'y': 599, 'width': 39, 'height': 31}]",53708013,1,False,True
5381,0,53708,9558,673,0-9558,"[{'x': 723, 'y': 604, 'width': 39, 'height': 31}]","[{'x': 723, 'y': 604, 'width': 39, 'height': 31}]",53708013,1,False,True
5382,0,53708,9559,674,0-9559,"[{'x': 724, 'y': 609, 'width': 39, 'height': 31}]","[{'x': 724, 'y': 609, 'width': 39, 'height': 31}]",53708013,1,False,True
5383,0,53708,9560,675,0-9560,"[{'x': 725, 'y': 616, 'width': 40, 'height': 32}]","[{'x': 725, 'y': 616, 'width': 40, 'height': 32}]",53708013,1,False,True
