,video_id,sequence,video_frame,sequence_frame,image_id,annotations,clamped_annotations
4671,0,53708,8942,57,0-8942,"[{'x': 970, 'y': 365, 'width': 36, 'height': 32}, {'x': 1028, 'y': 426, 'width': 34, 'height': 30}]","[{'x': 970, 'y': 365, 'width': 36, 'height': 32}, {'x': 1028, 'y': 426, 'width': 34, 'height': 30}]"
4672,0,53708,8943,58,0-8943,"[{'x': 970, 'y': 376, 'width': 36, 'height': 32}, {'x': 1027, 'y': 435, 'width': 34, 'height': 30}]","[{'x': 970, 'y': 376, 'width': 36, 'height': 32}, {'x': 1027, 'y': 435, 'width': 34, 'height': 30}]"
4673,0,53708,8944,59,0-8944,"[{'x': 971, 'y': 386, 'width': 36, 'height': 32}, {'x': 1029, 'y': 447, 'width': 34, 'height': 30}]","[{'x': 971, 'y': 386, 'width': 36, 'height': 32}, {'x': 1029, 'y': 447, 'width': 34, 'height': 30}]"
4674,0,53708,8945,60,0-8945,"[{'x': 973, 'y': 398, 'width': 36, 'height': 32}, {'x': 1030, 'y': 459, 'width': 34, 'height': 30}]","[{'x': 973, 'y': 398, 'width': 36, 'height': 32}, {'x': 1030, 'y': 459, 'width': 34, 'height': 30}]"
4675,0,53708,8946,61,0-8946,"[{'x': 975, 'y': 411, 'width': 36, 'height': 32}, {'x': 1032, 'y': 471, 'width': 34, 'height': 30}]","[{'x': 975, 'y': 411, 'width': 36, 'height': 32}, {'x': 1032, 'y': 471, 'width': 34, 'height': 30}]"
4676,0,53708,8947,62,0-8947,"[{'x': 977, 'y': 421, 'width': 36, 'height': 32}, {'x': 1041, 'y': 484, 'width': 24, 'height': 30}]","[{'x': 977, 'y': 421, 'width': 36, 'height': 32}, {'x': 1041, 'y': 484, 'width': 24, 'height': 30}]"
4677,0,53708,8948,63,0-8948,"[{'x': 978, 'y': 431, 'width': 36, 'height': 32}, {'x': 1044, 'y': 494, 'width': 24, 'height': 30}]","[{'x': 978, 'y': 431, 'width': 36, 'height': 32}, {'x': 1044, 'y': 494, 'width': 24, 'height': 30}]"
4678,0,53708,8949,64,0-8949,"[{'x': 984, 'y': 440, 'width': 36, 'height': 32}, {'x': 1048, 'y': 505, 'width': 26, 'height': 28}]","[{'x': 984, 'y': 440, 'width': 36, 'height': 32}, {'x': 1048, 'y': 505, 'width': 26, 'height': 28}]"
4679,0,53708,8950,65,0-8950,"[{'x': 989, 'y': 449, 'width': 36, 'height': 32}, {'x': 1052, 'y': 516, 'width': 27, 'height': 27}]","[{'x': 989, 'y': 449, 'width': 36, 'height': 32}, {'x': 1052, 'y': 516, 'width': 27, 'height': 27}]"
4680,0,53708,8951,66,0-8951,"[{'x': 995, 'y': 458, 'width': 36, 'height': 32}, {'x': 1058, 'y': 526, 'width': 27, 'height': 27}]","[{'x': 995, 'y': 458, 'width': 36, 'height': 32}, {'x': 1058, 'y': 526, 'width': 27, 'height': 27}]"
4681,0,53708,8952,67,0-8952,"[{'x': 1001, 'y': 467, 'width': 36, 'height': 32}, {'x': 1063, 'y': 534, 'width': 32, 'height': 31}]","[{'x': 1001, 'y': 467, 'width': 36, 'height': 32}, {'x': 1063, 'y': 534, 'width': 32, 'height': 31}]"
4682,0,53708,8953,68,0-8953,"[{'x': 1006, 'y': 479, 'width': 36, 'height': 32}, {'x': 1074, 'y': 545, 'width': 30, 'height': 32}]","[{'x': 1006, 'y': 479, 'width': 36, 'height': 32}, {'x': 1074, 'y': 545, 'width': 30, 'height': 32}]"
4683,0,53708,8954,69,0-8954,"[{'x': 1011, 'y': 491, 'width': 36, 'height': 32}, {'x': 1080, 'y': 557, 'width': 29, 'height': 32}]","[{'x': 1011, 'y': 491, 'width': 36, 'height': 32}, {'x': 1080, 'y': 557, 'width': 29, 'height': 32}]"
4684,0,53708,8955,70,0-8955,"[{'x': 1016, 'y': 504, 'width': 36, 'height': 32}, {'x': 1086, 'y': 569, 'width': 28, 'height': 32}]","[{'x': 1016, 'y': 504, 'width': 36, 'height': 32}, {'x': 1086, 'y': 569, 'width': 28, 'height': 32}]"
4685,0,53708,8956,71,0-8956,"[{'x': 1021, 'y': 516, 'width': 36, 'height': 32}, {'x': 1092, 'y': 581, 'width': 28, 'height': 33}]","[{'x': 1021, 'y': 516, 'width': 36, 'height': 32}, {'x': 1092, 'y': 581, 'width': 28, 'height': 33}]"
4686,0,53708,8957,72,0-8957,"[{'x': 1027, 'y': 529, 'width': 36, 'height': 32}, {'x': 1098, 'y': 593, 'width': 27, 'height': 33}]","[{'x': 1027, 'y': 529, 'width': 36, 'height': 32}, {'x': 1098, 'y': 593, 'width': 27, 'height': 33}]"
4687,0,53708,8958,73,0-8958,"[{'x': 1032, 'y': 542, 'width': 36, 'height': 32}, {'x': 1104, 'y': 608, 'width': 28, 'height': 33}]","[{'x': 1032, 'y': 542, 'width': 36, 'height': 32}, {'x': 1104, 'y': 608, 'width': 28, 'height': 33}]"
4688,0,53708,8959,74,0-8959,"[{'x': 1037, 'y': 555, 'width': 36, 'height': 32}, {'x': 1109, 'y': 622, 'width': 29, 'height': 33}]","[{'x': 1037, 'y': 555, 'width': 36, 'height': 32}, {'x': 1109, 'y': 622, 'width': 29, 'height': 33}]"
4689,0,53708,8960,75,0-8960,"[{'x': 1042, 'y': 568, 'width': 36, 'height': 32}, {'x': 1115, 'y': 636, 'width': 31, 'height': 33}]","[{'x': 1042, 'y': 568, 'width': 36, 'height': 32}, {'x': 1115, 'y': 636, 'width': 31, 'height': 33}]"
4690,0,53708,8961,76,0-8961,"[{'x': 1046, 'y': 583, 'width': 36, 'height': 32}, {'x': 1121, 'y': 651, 'width': 31, 'height': 33}]","[{'x': 1046, 'y': 583, 'width': 36, 'height': 32}, {'x': 1121, 'y': 651, 'width': 31, 'height': 33}]"
4691,0,53708,8962,77,0-8962,"[{'x': 1051, 'y': 597, 'width': 36, 'height': 32}, {'x': 1127, 'y': 665, 'width': 31, 'height': 33}]","[{'x': 1051, 'y': 597, 'width': 36, 'height': 32}, {'x': 1127, 'y': 665, 'width': 31, 'height': 33}]"
4692,0,53708,8963,78,0-8963,"[{'x': 1055, 'y': 612, 'width': 36, 'height': 32}]","[{'x': 1055, 'y': 612, 'width': 36, 'height': 32}]"
4693,0,53708,8964,79,0-8964,"[{'x': 1060, 'y': 626, 'width': 36, 'height': 32}]","[{'x': 1060, 'y': 626, 'width': 36, 'height': 32}]"
4694,0,53708,8965,80,0-8965,"[{'x': 1064, 'y': 641, 'width': 36, 'height': 32}]","[{'x': 1064, 'y': 641, 'width': 36, 'height': 32}]"
4695,0,53708,8966,81,0-8966,"[{'x': 1068, 'y': 655, 'width': 36, 'height': 32}]","[{'x': 1068, 'y': 655, 'width': 36, 'height': 32}]"
4696,0,53708,8967,82,0-8967,"[{'x': 1075, 'y': 670, 'width': 36, 'height': 32}]","[{'x': 1075, 'y': 670, 'width': 36, 'height': 32}]"
4697,0,53708,8968,83,0-8968,"[{'x': 1082, 'y': 685, 'width': 36, 'height': 32}]","[{'x': 1082, 'y': 685, 'width': 36, 'height': 32}]"
4698,0,53708,8969,84,0-8969,"[{'x': 1087, 'y': 704, 'width': 36, 'height': 15}]","[{'x': 1087, 'y': 704, 'width': 36, 'height': 15}]"
4950,0,53708,9221,336,0-9221,"[{'x': 968, 'y': 280, 'width': 40, 'height': 35}]","[{'x': 968, 'y': 280, 'width': 40, 'height': 35}]"
4951,0,53708,9222,337,0-9222,"[{'x': 972, 'y': 282, 'width': 40, 'height': 35}]","[{'x': 972, 'y': 282, 'width': 40, 'height': 35}]"
4952,0,53708,9223,338,0-9223,"[{'x': 977, 'y': 284, 'width': 42, 'height': 40}]","[{'x': 977, 'y': 284, 'width': 42, 'height': 40}]"
4953,0,53708,9224,339,0-9224,"[{'x': 982, 'y': 291, 'width': 40, 'height': 32}]","[{'x': 982, 'y': 291, 'width': 40, 'height': 32}]"
4954,0,53708,9225,340,0-9225,"[{'x': 985, 'y': 292, 'width': 40, 'height': 32}]","[{'x': 985, 'y': 292, 'width': 40, 'height': 32}]"
4955,0,53708,9226,341,0-9226,"[{'x': 988, 'y': 293, 'width': 40, 'height': 32}]","[{'x': 988, 'y': 293, 'width': 40, 'height': 32}]"
4956,0,53708,9227,342,0-9227,"[{'x': 991, 'y': 294, 'width': 40, 'height': 32}]","[{'x': 991, 'y': 294, 'width': 40, 'height': 32}]"
4957,0,53708,9228,343,0-9228,"[{'x': 995, 'y': 296, 'width': 40, 'height': 32}]","[{'x': 995, 'y': 296, 'width': 40, 'height': 32}]"
4958,0,53708,9229,344,0-9229,"[{'x': 998, 'y': 297, 'width': 40, 'height': 32}]","[{'x': 998, 'y': 297, 'width': 40, 'height': 32}]"
4959,0,53708,9230,345,0-9230,"[{'x': 1001, 'y': 298, 'width': 40, 'height': 32}]","[{'x': 1001, 'y': 298, 'width': 40, 'height': 32}]"
4960,0,53708,9231,346,0-9231,"[{'x': 1005, 'y': 304, 'width': 40, 'height': 32}]","[{'x': 1005, 'y': 304, 'width': 40, 'height': 32}]"
4961,0,53708,9232,347,0-9232,"[{'x': 1010, 'y': 311, 'width': 40, 'height': 32}]","[{'x': 1010, 'y': 311, 'width': 40, 'height': 32}]"
4962,0,53708,9233,348,0-9233,"[{'x': 1014, 'y': 318, 'width': 40, 'height': 32}]","[{'x': 1014, 'y': 318, 'width': 40, 'height': 32}]"
4963,0,53708,9234,349,0-9234,"[{'x': 1019, 'y': 324, 'width': 40, 'height': 32}]","[{'x': 1019, 'y': 324, 'width': 40, 'height': 32}]"
4964,0,53708,9235,350,0-9235,"[{'x': 1023, 'y': 329, 'width': 40, 'height': 32}]","[{'x': 1023, 'y': 329, 'width': 40, 'height': 32}]"
4965,0,53708,9236,351,0-9236,"[{'x': 1027, 'y': 334, 'width': 40, 'height': 32}]","[{'x': 1027, 'y': 334, 'width': 40, 'height': 32}]"
4966,0,53708,9237,352,0-9237,"[{'x': 1031, 'y': 340, 'width': 40, 'height': 32}]","[{'x': 1031, 'y': 340, 'width': 40, 'height': 32}]"
4967,0,53708,9238,353,0-9238,"[{'x': 1034, 'y': 345, 'width': 40, 'height': 32}]","[{'x': 1034, 'y': 345, 'width': 40, 'height': 32}]"
4968,0,53708,9239,354,0-9239,"[{'x': 1038, 'y': 350, 'width': 40, 'height': 32}]","[{'x': 1038, 'y': 350, 'width': 40, 'height': 32}]"
4969,0,53708,9240,355,0-9240,"[{'x': 1042, 'y': 355, 'width': 40, 'height': 32}]","[{'x': 1042, 'y': 355, 'width': 40, 'height': 32}]"
4970,0,53708,9241,356,0-9241,"[{'x': 1036, 'y': 352, 'width': 40, 'height': 32}]","[{'x': 1036, 'y': 352, 'width': 40, 'height': 32}]"
4971,0,53708,9242,357,0-9242,"[{'x': 1030, 'y': 349, 'width': 40, 'height': 32}]","[{'x': 1030, 'y': 349, 'width': 40, 'height': 32}]"
4972,0,53708,9243,358,0-9243,"[{'x': 1023, 'y': 346, 'width': 40, 'height': 32}]","[{'x': 1023, 'y': 346, 'width': 40, 'height': 32}]"
4973,0,53708,9244,359,0-9244,"[{'x': 1017, 'y': 343, 'width': 40, 'height': 32}]","[{'x': 1017, 'y': 343, 'width': 40, 'height': 32}]"
4974,0,53708,9245,360,0-9245,"[{'x': 1003, 'y': 336, 'width': 40, 'height': 32}]","[{'x': 1003, 'y': 336, 'width': 40, 'height': 32}]"
4975,0,53708,9246,361,0-9246,"[{'x': 990, 'y': 330, 'width': 40, 'height': 32}]","[{'x': 990, 'y': 330, 'width': 40, 'height': 32}]"
4976,0,53708,9247,362,0-9247,"[{'x': 985, 'y': 326, 'width': 40, 'height': 32}]","[{'x': 985, 'y': 326, 'width': 40, 'height': 32}]"
4977,0,53708,9248,363,0-9248,"[{'x': 980, 'y': 321, 'width': 40, 'height': 32}]","[{'x': 980, 'y': 321, 'width': 40, 'height': 32}]"
4978,0,53708,9249,364,0-9249,"[{'x': 975, 'y': 317, 'width': 40, 'height': 32}]","[{'x': 975, 'y': 317, 'width': 40, 'height': 32}]"
4979,0,53708,9250,365,0-9250,"[{'x': 971, 'y': 312, 'width': 40, 'height': 32}]","[{'x': 971, 'y': 312, 'width': 40, 'height': 32}]"
4980,0,53708,9251,366,0-9251,"[{'x': 966, 'y': 308, 'width': 40, 'height': 32}]","[{'x': 966, 'y': 308, 'width': 40, 'height': 32}]"
4981,0,53708,9252,367,0-9252,"[{'x': 961, 'y': 303, 'width': 40, 'height': 32}]","[{'x': 961, 'y': 303, 'width': 40, 'height': 32}]"
4982,0,53708,9253,368,0-9253,"[{'x': 961, 'y': 299, 'width': 40, 'height': 32}]","[{'x': 961, 'y': 299, 'width': 40, 'height': 32}]"
4983,0,53708,9254,369,0-9254,"[{'x': 960, 'y': 294, 'width': 40, 'height': 32}]","[{'x': 960, 'y': 294, 'width': 40, 'height': 32}]"
4984,0,53708,9255,370,0-9255,"[{'x': 960, 'y': 289, 'width': 40, 'height': 32}]","[{'x': 960, 'y': 289, 'width': 40, 'height': 32}]"
4985,0,53708,9256,371,0-9256,"[{'x': 960, 'y': 289, 'width': 40, 'height': 32}]","[{'x': 960, 'y': 289, 'width': 40, 'height': 32}]"
4986,0,53708,9257,372,0-9257,"[{'x': 961, 'y': 289, 'width': 40, 'height': 32}]","[{'x': 961, 'y': 289, 'width': 40, 'height': 32}]"
4987,0,53708,9258,373,0-9258,"[{'x': 966, 'y': 292, 'width': 39, 'height': 33}]","[{'x': 966, 'y': 292, 'width': 39, 'height': 33}]"
4988,0,53708,9259,374,0-9259,"[{'x': 971, 'y': 294, 'width': 39, 'height': 34}]","[{'x': 971, 'y': 294, 'width': 39, 'height': 34}]"
4989,0,53708,9260,375,0-9260,"[{'x': 976, 'y': 296, 'width': 39, 'height': 35}]","[{'x': 976, 'y': 296, 'width': 39, 'height': 35}]"
4990,0,53708,9261,376,0-9261,"[{'x': 981, 'y': 298, 'width': 39, 'height': 36}]","[{'x': 981, 'y': 298, 'width': 39, 'height': 36}]"
4991,0,53708,9262,377,0-9262,"[{'x': 987, 'y': 304, 'width': 39, 'height': 37}]","[{'x': 987, 'y': 304, 'width': 39, 'height': 37}]"
4992,0,53708,9263,378,0-9263,"[{'x': 993, 'y': 309, 'width': 40, 'height': 38}]","[{'x': 993, 'y': 309, 'width': 40, 'height': 38}]"
4993,0,53708,9264,379,0-9264,"[{'x': 1000, 'y': 315, 'width': 40, 'height': 39}]","[{'x': 1000, 'y': 315, 'width': 40, 'height': 39}]"
4994,0,53708,9265,380,0-9265,"[{'x': 1006, 'y': 320, 'width': 41, 'height': 40}]","[{'x': 1006, 'y': 320, 'width': 41, 'height': 40}]"
4995,0,53708,9266,381,0-9266,"[{'x': 1012, 'y': 328, 'width': 41, 'height': 41}]","[{'x': 1012, 'y': 328, 'width': 41, 'height': 41}]"
4996,0,53708,9267,382,0-9267,"[{'x': 1017, 'y': 336, 'width': 42, 'height': 42}]","[{'x': 1017, 'y': 336, 'width': 42, 'height': 42}]"
4997,0,53708,9268,383,0-9268,"[{'x': 1023, 'y': 344, 'width': 42, 'height': 43}]","[{'x': 1023, 'y': 344, 'width': 42, 'height': 43}]"
4998,0,53708,9269,384,0-9269,"[{'x': 1029, 'y': 351, 'width': 43, 'height': 44}]","[{'x': 1029, 'y': 351, 'width': 43, 'height': 44}]"
4999,0,53708,9270,385,0-9270,"[{'x': 1034, 'y': 360, 'width': 43, 'height': 45}]","[{'x': 1034, 'y': 360, 'width': 43, 'height': 45}]"
5000,0,53708,9271,386,0-9271,"[{'x': 1038, 'y': 369, 'width': 44, 'height': 45}]","[{'x': 1038, 'y': 369, 'width': 44, 'height': 45}]"
5001,0,53708,9272,387,0-9272,"[{'x': 1042, 'y': 378, 'width': 45, 'height': 46}]","[{'x': 1042, 'y': 378, 'width': 45, 'height': 46}]"
5002,0,53708,9273,388,0-9273,"[{'x': 1045, 'y': 386, 'width': 46, 'height': 47}]","[{'x': 1045, 'y': 386, 'width': 46, 'height': 47}]"
5003,0,53708,9274,389,0-9274,"[{'x': 1049, 'y': 395, 'width': 47, 'height': 48}]","[{'x': 1049, 'y': 395, 'width': 47, 'height': 48}]"
5004,0,53708,9275,390,0-9275,"[{'x': 1052, 'y': 404, 'width': 49, 'height': 48}]","[{'x': 1052, 'y': 404, 'width': 49, 'height': 48}]"
5005,0,53708,9276,391,0-9276,"[{'x': 1056, 'y': 412, 'width': 50, 'height': 49}]","[{'x': 1056, 'y': 412, 'width': 50, 'height': 49}]"
5006,0,53708,9277,392,0-9277,"[{'x': 1061, 'y': 420, 'width': 51, 'height': 50}]","[{'x': 1061, 'y': 420, 'width': 51, 'height': 50}]"
5007,0,53708,9278,393,0-9278,"[{'x': 1067, 'y': 427, 'width': 52, 'height': 50}]","[{'x': 1067, 'y': 427, 'width': 52, 'height': 50}]"
5008,0,53708,9279,394,0-9279,"[{'x': 1073, 'y': 435, 'width': 53, 'height': 51}]","[{'x': 1073, 'y': 435, 'width': 53, 'height': 51}]"
5009,0,53708,9280,395,0-9280,"[{'x': 1078, 'y': 442, 'width': 55, 'height': 52}]","[{'x': 1078, 'y': 442, 'width': 55, 'height': 52}]"
5010,0,53708,9281,396,0-9281,"[{'x': 1084, 'y': 449, 'width': 56, 'height': 52}]","[{'x': 1084, 'y': 449, 'width': 56, 'height': 52}]"
5011,0,53708,9282,397,0-9282,"[{'x': 1089, 'y': 458, 'width': 56, 'height': 52}]","[{'x': 1089, 'y': 458, 'width': 56, 'height': 52}]"
5012,0,53708,9283,398,0-9283,"[{'x': 1094, 'y': 467, 'width': 56, 'height': 52}]","[{'x': 1094, 'y': 467, 'width': 56, 'height': 52}]"
5013,0,53708,9284,399,0-9284,"[{'x': 1099, 'y': 476, 'width': 56, 'height': 52}]","[{'x': 1099, 'y': 476, 'width': 56, 'height': 52}]"
5014,0,53708,9285,400,0-9285,"[{'x': 1105, 'y': 485, 'width': 56, 'height': 52}]","[{'x': 1105, 'y': 485, 'width': 56, 'height': 52}]"
5015,0,53708,9286,401,0-9286,"[{'x': 1110, 'y': 493, 'width': 56, 'height': 52}]","[{'x': 1110, 'y': 493, 'width': 56, 'height': 52}]"
5016,0,53708,9287,402,0-9287,"[{'x': 1115, 'y': 502, 'width': 56, 'height': 52}]","[{'x': 1115, 'y': 502, 'width': 56, 'height': 52}]"
5017,0,53708,9288,403,0-9288,"[{'x': 1120, 'y': 511, 'width': 56, 'height': 52}]","[{'x': 1120, 'y': 511, 'width': 56, 'height': 52}]"
5018,0,53708,9289,404,0-9289,"[{'x': 1125, 'y': 520, 'width': 56, 'height': 52}]","[{'x': 1125, 'y': 520, 'width': 56, 'height': 52}]"
5019,0,53708,9290,405,0-9290,"[{'x': 1131, 'y': 529, 'width': 56, 'height': 52}]","[{'x': 1131, 'y': 529, 'width': 56, 'height': 52}]"
5020,0,53708,9291,406,0-9291,"[{'x': 1136, 'y': 537, 'width': 56, 'height': 52}]","[{'x': 1136, 'y': 537, 'width': 56, 'height': 52}]"
5021,0,53708,9292,407,0-9292,"[{'x': 1138, 'y': 548, 'width': 56, 'height': 54}]","[{'x': 1138, 'y': 548, 'width': 56, 'height': 54}]"
5022,0,53708,9293,408,0-9293,"[{'x': 1140, 'y': 559, 'width': 57, 'height': 56}]","[{'x': 1140, 'y': 559, 'width': 57, 'height': 56}]"
5023,0,53708,9294,409,0-9294,"[{'x': 1143, 'y': 570, 'width': 57, 'height': 58}]","[{'x': 1143, 'y': 570, 'width': 57, 'height': 58}]"
5024,0,53708,9295,410,0-9295,"[{'x': 1145, 'y': 581, 'width': 58, 'height': 59}]","[{'x': 1145, 'y': 581, 'width': 58, 'height': 59}]"
5025,0,53708,9296,411,0-9296,"[{'x': 1147, 'y': 592, 'width': 58, 'height': 61}]","[{'x': 1147, 'y': 592, 'width': 58, 'height': 61}]"
5026,0,53708,9297,412,0-9297,"[{'x': 1150, 'y': 603, 'width': 59, 'height': 63}]","[{'x': 1150, 'y': 603, 'width': 59, 'height': 63}]"
5027,0,53708,9298,413,0-9298,"[{'x': 1152, 'y': 614, 'width': 59, 'height': 64}]","[{'x': 1152, 'y': 614, 'width': 59, 'height': 64}]"
5028,0,53708,9299,414,0-9299,"[{'x': 1154, 'y': 625, 'width': 60, 'height': 66}]","[{'x': 1154, 'y': 625, 'width': 60, 'height': 66}]"
5029,0,53708,9300,415,0-9300,"[{'x': 1156, 'y': 636, 'width': 60, 'height': 68}]","[{'x': 1156, 'y': 636, 'width': 60, 'height': 68}]"
5030,0,53708,9301,416,0-9301,"[{'x': 1159, 'y': 647, 'width': 61, 'height': 70}]","[{'x': 1159, 'y': 647, 'width': 61, 'height': 70}]"
5031,0,53708,9302,417,0-9302,"[{'x': 1166, 'y': 678, 'width': 61, 'height': 41}]","[{'x': 1166, 'y': 678, 'width': 61, 'height': 41}]"
5043,0,53708,9314,429,0-9314,"[{'x': 826, 'y': 0, 'width': 32, 'height': 24}]","[{'x': 826, 'y': 0, 'width': 32, 'height': 24}]"
5044,0,53708,9315,430,0-9315,"[{'x': 824, 'y': 0, 'width': 40, 'height': 31}]","[{'x': 824, 'y': 0, 'width': 40, 'height': 31}]"
5045,0,53708,9316,431,0-9316,"[{'x': 825, 'y': 3, 'width': 38, 'height': 34}]","[{'x': 825, 'y': 3, 'width': 38, 'height': 34}]"
5046,0,53708,9317,432,0-9317,"[{'x': 826, 'y': 14, 'width': 34, 'height': 34}]","[{'x': 826, 'y': 14, 'width': 34, 'height': 34}]"
5047,0,53708,9318,433,0-9318,"[{'x': 825, 'y': 24, 'width': 38, 'height': 34}]","[{'x': 825, 'y': 24, 'width': 38, 'height': 34}]"
5048,0,53708,9319,434,0-9319,"[{'x': 823, 'y': 31, 'width': 42, 'height': 37}]","[{'x': 823, 'y': 31, 'width': 42, 'height': 37}]"
5049,0,53708,9320,435,0-9320,"[{'x': 825, 'y': 37, 'width': 37, 'height': 33}]","[{'x': 825, 'y': 37, 'width': 37, 'height': 33}]"
5050,0,53708,9321,436,0-9321,"[{'x': 819, 'y': 38, 'width': 56, 'height': 45}]","[{'x': 819, 'y': 38, 'width': 56, 'height': 45}]"
5051,0,53708,9322,437,0-9322,"[{'x': 819, 'y': 44, 'width': 56, 'height': 45}]","[{'x': 819, 'y': 44, 'width': 56, 'height': 45}]"
5052,0,53708,9323,438,0-9323,"[{'x': 818, 'y': 50, 'width': 56, 'height': 45}]","[{'x': 818, 'y': 50, 'width': 56, 'height': 45}]"
5053,0,53708,9324,439,0-9324,"[{'x': 818, 'y': 56, 'width': 56, 'height': 45}]","[{'x': 818, 'y': 56, 'width': 56, 'height': 45}]"
5054,0,53708,9325,440,0-9325,"[{'x': 818, 'y': 62, 'width': 56, 'height': 45}]","[{'x': 818, 'y': 62, 'width': 56, 'height': 45}]"
5055,0,53708,9326,441,0-9326,"[{'x': 818, 'y': 68, 'width': 56, 'height': 45}]","[{'x': 818, 'y': 68, 'width': 56, 'height': 45}]"
5056,0,53708,9327,442,0-9327,"[{'x': 817, 'y': 74, 'width': 56, 'height': 45}]","[{'x': 817, 'y': 74, 'width': 56, 'height': 45}]"
5057,0,53708,9328,443,0-9328,"[{'x': 817, 'y': 79, 'width': 56, 'height': 45}]","[{'x': 817, 'y': 79, 'width': 56, 'height': 45}]"
5058,0,53708,9329,444,0-9329,"[{'x': 817, 'y': 85, 'width': 56, 'height': 45}]","[{'x': 817, 'y': 85, 'width': 56, 'height': 45}]"
5059,0,53708,9330,445,0-9330,"[{'x': 816, 'y': 91, 'width': 56, 'height': 45}]","[{'x': 816, 'y': 91, 'width': 56, 'height': 45}]"
5060,0,53708,9331,446,0-9331,"[{'x': 816, 'y': 97, 'width': 56, 'height': 45}]","[{'x': 816, 'y': 97, 'width': 56, 'height': 45}]"
5061,0,53708,9332,447,0-9332,"[{'x': 813, 'y': 102, 'width': 56, 'height': 45}]","[{'x': 813, 'y': 102, 'width': 56, 'height': 45}]"
5062,0,53708,9333,448,0-9333,"[{'x': 810, 'y': 107, 'width': 56, 'height': 45}]","[{'x': 810, 'y': 107, 'width': 56, 'height': 45}]"
5063,0,53708,9334,449,0-9334,"[{'x': 807, 'y': 112, 'width': 56, 'height': 45}]","[{'x': 807, 'y': 112, 'width': 56, 'height': 45}]"
5064,0,53708,9335,450,0-9335,"[{'x': 804, 'y': 117, 'width': 56, 'height': 45}]","[{'x': 804, 'y': 117, 'width': 56, 'height': 45}]"
5065,0,53708,9336,451,0-9336,"[{'x': 801, 'y': 122, 'width': 56, 'height': 45}]","[{'x': 801, 'y': 122, 'width': 56, 'height': 45}]"
5066,0,53708,9337,452,0-9337,"[{'x': 798, 'y': 127, 'width': 56, 'height': 45}]","[{'x': 798, 'y': 127, 'width': 56, 'height': 45}]"
5067,0,53708,9338,453,0-9338,"[{'x': 795, 'y': 132, 'width': 56, 'height': 45}]","[{'x': 795, 'y': 132, 'width': 56, 'height': 45}]"
5068,0,53708,9339,454,0-9339,"[{'x': 792, 'y': 137, 'width': 56, 'height': 45}]","[{'x': 792, 'y': 137, 'width': 56, 'height': 45}]"
5069,0,53708,9340,455,0-9340,"[{'x': 789, 'y': 142, 'width': 56, 'height': 45}]","[{'x': 789, 'y': 142, 'width': 56, 'height': 45}]"
5070,0,53708,9341,456,0-9341,"[{'x': 786, 'y': 147, 'width': 56, 'height': 45}]","[{'x': 786, 'y': 147, 'width': 56, 'height': 45}]"
5071,0,53708,9342,457,0-9342,"[{'x': 782, 'y': 154, 'width': 57, 'height': 46}]","[{'x': 782, 'y': 154, 'width': 57, 'height': 46}]"
5072,0,53708,9343,458,0-9343,"[{'x': 777, 'y': 160, 'width': 57, 'height': 47}]","[{'x': 777, 'y': 160, 'width': 57, 'height': 47}]"
5073,0,53708,9344,459,0-9344,"[{'x': 773, 'y': 167, 'width': 58, 'height': 47}]","[{'x': 773, 'y': 167, 'width': 58, 'height': 47}]"
5074,0,53708,9345,460,0-9345,"[{'x': 769, 'y': 176, 'width': 58, 'height': 48}, {'x': 736, 'y': 3, 'width': 40, 'height': 30}]","[{'x': 769, 'y': 176, 'width': 58, 'height': 48}, {'x': 736, 'y': 3, 'width': 40, 'height': 30}]"
5075,0,53708,9346,461,0-9346,"[{'x': 765, 'y': 185, 'width': 59, 'height': 49}, {'x': 730, 'y': 10, 'width': 43, 'height': 32}]","[{'x': 765, 'y': 185, 'width': 59, 'height': 49}, {'x': 730, 'y': 10, 'width': 43, 'height': 32}]"
5076,0,53708,9347,462,0-9347,"[{'x': 761, 'y': 194, 'width': 59, 'height': 50}, {'x': 729, 'y': 17, 'width': 39, 'height': 28}]","[{'x': 761, 'y': 194, 'width': 59, 'height': 50}, {'x': 729, 'y': 17, 'width': 39, 'height': 28}]"
5077,0,53708,9348,463,0-9348,"[{'x': 757, 'y': 203, 'width': 60, 'height': 51}, {'x': 723, 'y': 23, 'width': 41, 'height': 34}]","[{'x': 757, 'y': 203, 'width': 60, 'height': 51}, {'x': 723, 'y': 23, 'width': 41, 'height': 34}]"
5078,0,53708,9349,464,0-9349,"[{'x': 752, 'y': 213, 'width': 60, 'height': 52}, {'x': 709, 'y': 31, 'width': 61, 'height': 38}]","[{'x': 752, 'y': 213, 'width': 60, 'height': 52}, {'x': 709, 'y': 31, 'width': 61, 'height': 38}]"
5079,0,53708,9350,465,0-9350,"[{'x': 748, 'y': 222, 'width': 61, 'height': 52}, {'x': 707, 'y': 40, 'width': 61, 'height': 38}]","[{'x': 748, 'y': 222, 'width': 61, 'height': 52}, {'x': 707, 'y': 40, 'width': 61, 'height': 38}]"
5080,0,53708,9351,466,0-9351,"[{'x': 744, 'y': 231, 'width': 61, 'height': 53}, {'x': 705, 'y': 50, 'width': 61, 'height': 38}]","[{'x': 744, 'y': 231, 'width': 61, 'height': 53}, {'x': 705, 'y': 50, 'width': 61, 'height': 38}]"
